Data as of,Start week,End Week,State,Sex,Age group,COVID19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Unknown,18-29 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Unknown,25-34 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Unknown,30-49 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Unknown,35-44 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Unknown,45-54 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Unknown,50-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Unknown,55-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Unknown,65-74 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Unknown,75-84 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Pennsylvania,Unknown,85 years and over,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Male,Under 1 year,0,15,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Male,1-4 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Male,5-14 years,0,,,0,0,
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Male,15-24 years,0,30,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Male,18-29 years,0,58,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Male,25-34 years,,77,,0,0,
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Male,30-49 years,14,215,,,0,17
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Male,35-44 years,,101,,,0,
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Male,45-54 years,11,192,10,,0,16
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Male,50-64 years,59,622,46,23,,83
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Male,55-64 years,53,498,39,20,,73
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Male,65-74 years,107,683,74,53,,130
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Male,75-84 years,136,828,104,51,,192
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Male,85 years and over,152,989,106,51,,211
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Female,Under 1 year,0,18,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Female,1-4 years,0,,,0,0,
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Female,5-14 years,,,0,0,0,
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Female,15-24 years,0,,,0,0,
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Female,18-29 years,,21,0,0,0,
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Female,25-34 years,,30,0,0,,
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Female,30-49 years,,93,,,,
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Female,35-44 years,,47,0,0,0,
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Female,45-54 years,,95,,,0,11
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Female,50-64 years,25,369,38,15,,49
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Female,55-64 years,22,305,31,13,,41
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Female,65-74 years,81,503,64,42,,105
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Female,75-84 years,129,812,84,54,,164
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Female,85 years and over,316,"1,744",159,100,,381
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Unknown,Under 1 year,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Unknown,1-4 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Unknown,5-14 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Unknown,15-24 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Unknown,18-29 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Unknown,25-34 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Unknown,30-49 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Unknown,35-44 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Unknown,45-54 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Unknown,50-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Unknown,55-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Unknown,65-74 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Unknown,75-84 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Rhode Island,Unknown,85 years and over,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Carolina,Male,Under 1 year,,112,,0,0,
9/16/2020,2/1/2020,9/12/2020,South Carolina,Male,1-4 years,0,19,,0,0,
9/16/2020,2/1/2020,9/12/2020,South Carolina,Male,5-14 years,0,36,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Carolina,Male,15-24 years,,328,,,0,
9/16/2020,2/1/2020,9/12/2020,South Carolina,Male,18-29 years,,580,11,,,16
9/16/2020,2/1/2020,9/12/2020,South Carolina,Male,25-34 years,10,602,14,,,20
9/16/2020,2/1/2020,9/12/2020,South Carolina,Male,30-49 years,72,"1,605",69,29,,116
9/16/2020,2/1/2020,9/12/2020,South Carolina,Male,35-44 years,35,744,27,14,,51
9/16/2020,2/1/2020,9/12/2020,South Carolina,Male,45-54 years,65,"1,381",83,20,,136
9/16/2020,2/1/2020,9/12/2020,South Carolina,Male,50-64 years,207,"3,856",273,83,15,412
9/16/2020,2/1/2020,9/12/2020,South Carolina,Male,55-64 years,173,"3,033",224,75,,330
9/16/2020,2/1/2020,9/12/2020,South Carolina,Male,65-74 years,344,"4,425",364,145,12,575
9/16/2020,2/1/2020,9/12/2020,South Carolina,Male,75-84 years,444,"4,642",456,192,13,720
9/16/2020,2/1/2020,9/12/2020,South Carolina,Male,85 years and over,282,"3,292",311,114,,484
9/16/2020,2/1/2020,9/12/2020,South Carolina,Female,Under 1 year,0,86,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Carolina,Female,1-4 years,0,20,0,0,,
9/16/2020,2/1/2020,9/12/2020,South Carolina,Female,5-14 years,0,24,,0,0,
9/16/2020,2/1/2020,9/12/2020,South Carolina,Female,15-24 years,,125,,0,0,
9/16/2020,2/1/2020,9/12/2020,South Carolina,Female,18-29 years,,249,,,,11
9/16/2020,2/1/2020,9/12/2020,South Carolina,Female,25-34 years,,270,11,,,12
9/16/2020,2/1/2020,9/12/2020,South Carolina,Female,30-49 years,25,955,42,,,66
9/16/2020,2/1/2020,9/12/2020,South Carolina,Female,35-44 years,12,463,18,,,31
9/16/2020,2/1/2020,9/12/2020,South Carolina,Female,45-54 years,39,866,63,16,,91
9/16/2020,2/1/2020,9/12/2020,South Carolina,Female,50-64 years,182,"2,455",223,84,,330
9/16/2020,2/1/2020,9/12/2020,South Carolina,Female,55-64 years,156,"1,952",179,71,,269
9/16/2020,2/1/2020,9/12/2020,South Carolina,Female,65-74 years,294,"3,221",306,139,,468
9/16/2020,2/1/2020,9/12/2020,South Carolina,Female,75-84 years,351,"4,094",366,151,12,578
9/16/2020,2/1/2020,9/12/2020,South Carolina,Female,85 years and over,437,"5,478",431,172,11,707
9/16/2020,2/1/2020,9/12/2020,South Carolina,Unknown,Under 1 year,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Carolina,Unknown,1-4 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Carolina,Unknown,5-14 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Carolina,Unknown,15-24 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Carolina,Unknown,18-29 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Carolina,Unknown,25-34 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Carolina,Unknown,30-49 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Carolina,Unknown,35-44 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Carolina,Unknown,45-54 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Carolina,Unknown,50-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Carolina,Unknown,55-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Carolina,Unknown,65-74 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Carolina,Unknown,75-84 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Carolina,Unknown,85 years and over,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Dakota,Male,Under 1 year,0,16,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Dakota,Male,1-4 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Dakota,Male,5-14 years,0,,0,0,,
9/16/2020,2/1/2020,9/12/2020,South Dakota,Male,15-24 years,0,40,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Dakota,Male,18-29 years,,66,,,0,
9/16/2020,2/1/2020,9/12/2020,South Dakota,Male,25-34 years,,81,,,0,
9/16/2020,2/1/2020,9/12/2020,South Dakota,Male,30-49 years,14,215,15,,,22
9/16/2020,2/1/2020,9/12/2020,South Dakota,Male,35-44 years,,106,,,,
9/16/2020,2/1/2020,9/12/2020,South Dakota,Male,45-54 years,,167,15,,0,18
9/16/2020,2/1/2020,9/12/2020,South Dakota,Male,50-64 years,24,467,48,12,,63
9/16/2020,2/1/2020,9/12/2020,South Dakota,Male,55-64 years,20,360,39,,,53
9/16/2020,2/1/2020,9/12/2020,South Dakota,Male,65-74 years,18,579,53,,,66
9/16/2020,2/1/2020,9/12/2020,South Dakota,Male,75-84 years,20,650,65,,,80
9/16/2020,2/1/2020,9/12/2020,South Dakota,Male,85 years and over,25,669,58,13,,75
9/16/2020,2/1/2020,9/12/2020,South Dakota,Female,Under 1 year,0,21,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Dakota,Female,1-4 years,0,,,0,0,
9/16/2020,2/1/2020,9/12/2020,South Dakota,Female,5-14 years,0,,,0,0,
9/16/2020,2/1/2020,9/12/2020,South Dakota,Female,15-24 years,,12,0,0,,
9/16/2020,2/1/2020,9/12/2020,South Dakota,Female,18-29 years,,21,0,0,,
9/16/2020,2/1/2020,9/12/2020,South Dakota,Female,25-34 years,0,28,,0,0,
9/16/2020,2/1/2020,9/12/2020,South Dakota,Female,30-49 years,,107,,,0,
9/16/2020,2/1/2020,9/12/2020,South Dakota,Female,35-44 years,0,46,,0,0,
9/16/2020,2/1/2020,9/12/2020,South Dakota,Female,45-54 years,,99,,,0,13
9/16/2020,2/1/2020,9/12/2020,South Dakota,Female,50-64 years,17,310,34,11,,41
9/16/2020,2/1/2020,9/12/2020,South Dakota,Female,55-64 years,14,255,29,11,,33
9/16/2020,2/1/2020,9/12/2020,South Dakota,Female,65-74 years,16,388,32,,,46
9/16/2020,2/1/2020,9/12/2020,South Dakota,Female,75-84 years,15,528,34,,,45
9/16/2020,2/1/2020,9/12/2020,South Dakota,Female,85 years and over,46,"1,022",60,15,,95
9/16/2020,2/1/2020,9/12/2020,South Dakota,Unknown,Under 1 year,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Dakota,Unknown,1-4 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Dakota,Unknown,5-14 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Dakota,Unknown,15-24 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Dakota,Unknown,18-29 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Dakota,Unknown,25-34 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Dakota,Unknown,30-49 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Dakota,Unknown,35-44 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Dakota,Unknown,45-54 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Dakota,Unknown,50-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Dakota,Unknown,55-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Dakota,Unknown,65-74 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Dakota,Unknown,75-84 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,South Dakota,Unknown,85 years and over,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Tennessee,Male,Under 1 year,,180,,,0,
9/16/2020,2/1/2020,9/12/2020,Tennessee,Male,1-4 years,,40,0,0,0,
9/16/2020,2/1/2020,9/12/2020,Tennessee,Male,5-14 years,0,58,0,0,,
9/16/2020,2/1/2020,9/12/2020,Tennessee,Male,15-24 years,,449,,0,,11
9/16/2020,2/1/2020,9/12/2020,Tennessee,Male,18-29 years,,826,17,0,0,20
9/16/2020,2/1/2020,9/12/2020,Tennessee,Male,25-34 years,,954,17,,,25
9/16/2020,2/1/2020,9/12/2020,Tennessee,Male,30-49 years,65,"2,632",105,25,,149
9/16/2020,2/1/2020,9/12/2020,Tennessee,Male,35-44 years,35,"1,203",55,16,,76
9/16/2020,2/1/2020,9/12/2020,Tennessee,Male,45-54 years,60,"2,127",137,29,,174
9/16/2020,2/1/2020,9/12/2020,Tennessee,Male,50-64 years,213,"5,672",464,120,19,576
9/16/2020,2/1/2020,9/12/2020,Tennessee,Male,55-64 years,176,"4,461",368,98,14,460
9/16/2020,2/1/2020,9/12/2020,Tennessee,Male,65-74 years,255,"5,945",528,120,25,688
9/16/2020,2/1/2020,9/12/2020,Tennessee,Male,75-84 years,312,"6,194",621,149,12,796
9/16/2020,2/1/2020,9/12/2020,Tennessee,Male,85 years and over,185,"4,272",424,89,,524
9/16/2020,2/1/2020,9/12/2020,Tennessee,Female,Under 1 year,0,129,,0,0,
9/16/2020,2/1/2020,9/12/2020,Tennessee,Female,1-4 years,,31,,0,0,
9/16/2020,2/1/2020,9/12/2020,Tennessee,Female,5-14 years,0,27,,0,,
9/16/2020,2/1/2020,9/12/2020,Tennessee,Female,15-24 years,,176,,0,0,
9/16/2020,2/1/2020,9/12/2020,Tennessee,Female,18-29 years,,341,10,0,,15
9/16/2020,2/1/2020,9/12/2020,Tennessee,Female,25-34 years,,456,10,,,16
9/16/2020,2/1/2020,9/12/2020,Tennessee,Female,30-49 years,42,"1,518",84,23,11,114
9/16/2020,2/1/2020,9/12/2020,Tennessee,Female,35-44 years,18,721,40,13,,49
9/16/2020,2/1/2020,9/12/2020,Tennessee,Female,45-54 years,40,"1,319",89,18,,119
9/16/2020,2/1/2020,9/12/2020,Tennessee,Female,50-64 years,123,"3,796",310,75,13,371
9/16/2020,2/1/2020,9/12/2020,Tennessee,Female,55-64 years,104,"3,015",259,66,11,308
9/16/2020,2/1/2020,9/12/2020,Tennessee,Female,65-74 years,169,"4,596",415,70,12,526
9/16/2020,2/1/2020,9/12/2020,Tennessee,Female,75-84 years,216,"5,686",496,92,18,637
9/16/2020,2/1/2020,9/12/2020,Tennessee,Female,85 years and over,224,"7,242",468,81,12,623
9/16/2020,2/1/2020,9/12/2020,Tennessee,Unknown,Under 1 year,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Tennessee,Unknown,1-4 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Tennessee,Unknown,5-14 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Tennessee,Unknown,15-24 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Tennessee,Unknown,18-29 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Tennessee,Unknown,25-34 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Tennessee,Unknown,30-49 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Tennessee,Unknown,35-44 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Tennessee,Unknown,45-54 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Tennessee,Unknown,50-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Tennessee,Unknown,55-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Tennessee,Unknown,65-74 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Tennessee,Unknown,75-84 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Tennessee,Unknown,85 years and over,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Texas,Male,Under 1 year,,605,,0,,
9/16/2020,2/1/2020,9/12/2020,Texas,Male,1-4 years,,135,,0,,
9/16/2020,2/1/2020,9/12/2020,Texas,Male,5-14 years,,192,,,,15
9/16/2020,2/1/2020,9/12/2020,Texas,Male,15-24 years,22,"1,467",41,10,0,53
9/16/2020,2/1/2020,9/12/2020,Texas,Male,18-29 years,67,"2,366",91,32,,128
9/16/2020,2/1/2020,9/12/2020,Texas,Male,25-34 years,125,"2,398",123,60,,193
9/16/2020,2/1/2020,9/12/2020,Texas,Male,30-49 years,683,"7,048",536,311,16,924
9/16/2020,2/1/2020,9/12/2020,Texas,Male,35-44 years,295,"3,287",240,133,,408
9/16/2020,2/1/2020,9/12/2020,Texas,Male,45-54 years,756,"6,052",597,353,18,"1,018"
9/16/2020,2/1/2020,9/12/2020,Texas,Male,50-64 years,1922,"16,257","1,811",945,49,"2,836"
9/16/2020,2/1/2020,9/12/2020,Texas,Male,55-64 years,1477,"12,718","1,439",732,38,"2,221"
9/16/2020,2/1/2020,9/12/2020,Texas,Male,65-74 years,2109,"17,368","2,231","1,127",33,"3,245"
9/16/2020,2/1/2020,9/12/2020,Texas,Male,75-84 years,1999,"17,989","2,249","1,037",43,"3,251"
9/16/2020,2/1/2020,9/12/2020,Texas,Male,85 years and over,1327,"14,355","1,607",661,26,"2,298"
9/16/2020,2/1/2020,9/12/2020,Texas,Female,Under 1 year,,493,,,0,
9/16/2020,2/1/2020,9/12/2020,Texas,Female,1-4 years,,106,,0,,
9/16/2020,2/1/2020,9/12/2020,Texas,Female,5-14 years,,149,,,,
9/16/2020,2/1/2020,9/12/2020,Texas,Female,15-24 years,17,497,15,,,29
9/16/2020,2/1/2020,9/12/2020,Texas,Female,18-29 years,30,826,34,15,,54
9/16/2020,2/1/2020,9/12/2020,Texas,Female,25-34 years,50,973,50,22,,83
9/16/2020,2/1/2020,9/12/2020,Texas,Female,30-49 years,322,"3,736",330,155,24,520
9/16/2020,2/1/2020,9/12/2020,Texas,Female,35-44 years,151,"1,740",159,69,14,254
9/16/2020,2/1/2020,9/12/2020,Texas,Female,45-54 years,368,"3,507",385,189,21,585
9/16/2020,2/1/2020,9/12/2020,Texas,Female,50-64 years,1040,"9,947","1,174",546,45,"1,712"
9/16/2020,2/1/2020,9/12/2020,Texas,Female,55-64 years,812,"7,893",930,432,32,"1,341"
9/16/2020,2/1/2020,9/12/2020,Texas,Female,65-74 years,1295,"12,363","1,455",664,43,"2,127"
9/16/2020,2/1/2020,9/12/2020,Texas,Female,75-84 years,1405,"16,252","1,716",740,37,"2,415"
9/16/2020,2/1/2020,9/12/2020,Texas,Female,85 years and over,1624,"21,898","1,856",723,31,"2,788"
9/16/2020,2/1/2020,9/12/2020,Texas,Unknown,Under 1 year,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Texas,Unknown,1-4 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Texas,Unknown,5-14 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Texas,Unknown,15-24 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Texas,Unknown,18-29 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Texas,Unknown,25-34 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Texas,Unknown,30-49 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Texas,Unknown,35-44 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Texas,Unknown,45-54 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Texas,Unknown,50-64 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Texas,Unknown,55-64 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Texas,Unknown,65-74 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Texas,Unknown,75-84 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Texas,Unknown,85 years and over,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Utah,Male,Under 1 year,0,77,,0,0,
9/16/2020,2/1/2020,9/12/2020,Utah,Male,1-4 years,0,12,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Utah,Male,5-14 years,0,23,,0,0,
9/16/2020,2/1/2020,9/12/2020,Utah,Male,15-24 years,,144,,0,0,
9/16/2020,2/1/2020,9/12/2020,Utah,Male,18-29 years,,211,,,0,
9/16/2020,2/1/2020,9/12/2020,Utah,Male,25-34 years,,224,,,,
9/16/2020,2/1/2020,9/12/2020,Utah,Male,30-49 years,17,646,20,,,35
9/16/2020,2/1/2020,9/12/2020,Utah,Male,35-44 years,,319,10,,,19
9/16/2020,2/1/2020,9/12/2020,Utah,Male,45-54 years,21,440,28,12,,40
9/16/2020,2/1/2020,9/12/2020,Utah,Male,50-64 years,65,"1,125",82,34,10,123
9/16/2020,2/1/2020,9/12/2020,Utah,Male,55-64 years,50,880,62,25,,94
9/16/2020,2/1/2020,9/12/2020,Utah,Male,65-74 years,61,"1,353",106,33,,137
9/16/2020,2/1/2020,9/12/2020,Utah,Male,75-84 years,69,"1,572",107,21,,161
9/16/2020,2/1/2020,9/12/2020,Utah,Male,85 years and over,51,"1,599",95,10,,140
9/16/2020,2/1/2020,9/12/2020,Utah,Female,Under 1 year,0,72,,0,0,
9/16/2020,2/1/2020,9/12/2020,Utah,Female,1-4 years,0,10,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Utah,Female,5-14 years,0,19,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Utah,Female,15-24 years,,57,,0,,
9/16/2020,2/1/2020,9/12/2020,Utah,Female,18-29 years,,96,,0,,
9/16/2020,2/1/2020,9/12/2020,Utah,Female,25-34 years,,127,,,,10
9/16/2020,2/1/2020,9/12/2020,Utah,Female,30-49 years,,393,18,,,25
9/16/2020,2/1/2020,9/12/2020,Utah,Female,35-44 years,,204,,,0,10
9/16/2020,2/1/2020,9/12/2020,Utah,Female,45-54 years,,265,13,,,23
9/16/2020,2/1/2020,9/12/2020,Utah,Female,50-64 years,22,743,44,,,61
9/16/2020,2/1/2020,9/12/2020,Utah,Female,55-64 years,16,593,37,,,47
9/16/2020,2/1/2020,9/12/2020,Utah,Female,65-74 years,34,969,61,15,,83
9/16/2020,2/1/2020,9/12/2020,Utah,Female,75-84 years,43,"1,557",92,12,,126
9/16/2020,2/1/2020,9/12/2020,Utah,Female,85 years and over,53,"2,145",90,10,,135
9/16/2020,2/1/2020,9/12/2020,Utah,Unknown,Under 1 year,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Utah,Unknown,1-4 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Utah,Unknown,5-14 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Utah,Unknown,15-24 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Utah,Unknown,18-29 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Utah,Unknown,25-34 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Utah,Unknown,30-49 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Utah,Unknown,35-44 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Utah,Unknown,45-54 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Utah,Unknown,50-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Utah,Unknown,55-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Utah,Unknown,65-74 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Utah,Unknown,75-84 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Utah,Unknown,85 years and over,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Vermont,Male,Under 1 year,0,,,0,0,
9/16/2020,2/1/2020,9/12/2020,Vermont,Male,1-4 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Vermont,Male,5-14 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Vermont,Male,15-24 years,0,16,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Vermont,Male,18-29 years,0,31,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Vermont,Male,25-34 years,0,46,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Vermont,Male,30-49 years,,141,,,,
9/16/2020,2/1/2020,9/12/2020,Vermont,Male,35-44 years,,67,,,0,
9/16/2020,2/1/2020,9/12/2020,Vermont,Male,45-54 years,,118,,,,
9/16/2020,2/1/2020,9/12/2020,Vermont,Male,50-64 years,,350,11,,,14
9/16/2020,2/1/2020,9/12/2020,Vermont,Male,55-64 years,,277,,,,
9/16/2020,2/1/2020,9/12/2020,Vermont,Male,65-74 years,,405,19,,,26
9/16/2020,2/1/2020,9/12/2020,Vermont,Male,75-84 years,16,492,36,,,51
9/16/2020,2/1/2020,9/12/2020,Vermont,Male,85 years and over,,519,41,,,47
9/16/2020,2/1/2020,9/12/2020,Vermont,Female,Under 1 year,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Vermont,Female,1-4 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Vermont,Female,5-14 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Vermont,Female,15-24 years,0,10,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Vermont,Female,18-29 years,0,18,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Vermont,Female,25-34 years,0,17,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Vermont,Female,30-49 years,,70,,,,
9/16/2020,2/1/2020,9/12/2020,Vermont,Female,35-44 years,,30,0,0,,
9/16/2020,2/1/2020,9/12/2020,Vermont,Female,45-54 years,,71,,,0,
9/16/2020,2/1/2020,9/12/2020,Vermont,Female,50-64 years,0,190,,0,0,
9/16/2020,2/1/2020,9/12/2020,Vermont,Female,55-64 years,0,150,,0,0,
9/16/2020,2/1/2020,9/12/2020,Vermont,Female,65-74 years,,292,10,0,,17
9/16/2020,2/1/2020,9/12/2020,Vermont,Female,75-84 years,,424,16,0,,24
9/16/2020,2/1/2020,9/12/2020,Vermont,Female,85 years and over,10,769,42,,,53
