NAME,state,county,Estimate!!Total!!Two or more races!!Two races including Some other race,Estimate!!Total!!Some other race alone,Estimate!!Total!!Two or more races,"Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",Estimate!!Total!!White alone,Estimate!!Total,Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total!!Asian alone,Estimate!!Total!!American Indian and Alaska Native alone,Estimate!!Total!!Black or African American alone
"Deschutes County, Oregon",41,017,424.0,2328.0,5232.0,4808.0,168883.0,180640.0,110.0,2223.0,820.0,1044.0
"Yamhill County, Oregon",41,071,510.0,4015.0,4232.0,3722.0,91687.0,103820.0,268.0,1506.0,1219.0,893.0
"Klamath County, Oregon",41,035,267.0,1127.0,2982.0,2715.0,58349.0,66310.0,63.0,677.0,2583.0,529.0
"Benton County, Oregon",41,003,211.0,1170.0,3644.0,3433.0,76886.0,89780.0,232.0,6439.0,521.0,888.0
"Crook County, Oregon",41,013,233.0,398.0,769.0,536.0,20725.0,22337.0,100.0,82.0,180.0,83.0
"Harney County, Oregon",41,025,0.0,69.0,429.0,429.0,6571.0,7228.0,4.0,0.0,118.0,37.0
"Wallowa County, Oregon",41,063,12.0,54.0,170.0,158.0,6582.0,6924.0,6.0,24.0,72.0,16.0
"Wheeler County, Oregon",41,069,15.0,0.0,72.0,57.0,1338.0,1426.0,0.0,6.0,10.0,0.0
"Coos County, Oregon",41,011,102.0,1424.0,3202.0,3100.0,55911.0,63308.0,54.0,741.0,1477.0,499.0
"Hood River County, Oregon",41,027,394.0,1532.0,929.0,535.0,20031.0,23131.0,5.0,350.0,160.0,124.0
"Multnomah County, Oregon",41,051,3919.0,19885.0,43760.0,39841.0,621439.0,798647.0,4949.0,58124.0,7093.0,43397.0
"Franklin County, Pennsylvania",42,055,389.0,692.0,2830.0,2441.0,142843.0,153751.0,16.0,1265.0,223.0,5882.0
"Bedford County, Pennsylvania",42,009,77.0,115.0,554.0,477.0,47439.0,48611.0,0.0,187.0,54.0,262.0
"Somerset County, Pennsylvania",42,111,61.0,349.0,914.0,853.0,71364.0,74949.0,24.0,297.0,60.0,1941.0
"York County, Pennsylvania",42,133,831.0,5656.0,10738.0,9907.0,394242.0,444014.0,198.0,6730.0,660.0,25790.0
"Bradford County, Pennsylvania",42,015,84.0,236.0,920.0,836.0,59418.0,61304.0,6.0,415.0,39.0,270.0
"Chester County, Pennsylvania",42,029,1191.0,6601.0,11069.0,9878.0,441326.0,517156.0,120.0,26777.0,557.0,30706.0
"Indiana County, Pennsylvania",42,063,74.0,241.0,1342.0,1268.0,81170.0,85755.0,15.0,839.0,210.0,1938.0
"Washington County, Pennsylvania",42,125,130.0,489.0,4123.0,3993.0,194228.0,207547.0,37.0,2023.0,192.0,6455.0
"Pike County, Pennsylvania",42,103,251.0,711.0,975.0,724.0,49429.0,55498.0,30.0,844.0,71.0,3438.0
"Lehigh County, Pennsylvania",42,077,2205.0,26767.0,12523.0,10318.0,284590.0,362613.0,127.0,12165.0,1148.0,25293.0
"Clarion County, Pennsylvania",42,031,17.0,66.0,534.0,517.0,37487.0,38827.0,24.0,207.0,83.0,426.0
"Clearfield County, Pennsylvania",42,033,223.0,164.0,1044.0,821.0,76181.0,80216.0,0.0,397.0,181.0,2249.0
"Lycoming County, Pennsylvania",42,081,157.0,632.0,2166.0,2009.0,105534.0,114859.0,18.0,811.0,180.0,5518.0
"Warren County, Pennsylvania",42,123,16.0,79.0,393.0,377.0,39110.0,40035.0,0.0,211.0,51.0,191.0
"Elk County, Pennsylvania",42,047,4.0,26.0,179.0,175.0,30000.0,30608.0,0.0,160.0,76.0,167.0
"Mercer County, Pennsylvania",42,085,96.0,335.0,2254.0,2158.0,102752.0,112630.0,4.0,776.0,123.0,6386.0
"Sullivan County, Pennsylvania",42,113,13.0,50.0,78.0,65.0,5809.0,6177.0,6.0,26.0,16.0,192.0
"Kent County, Rhode Island",44,003,500.0,1954.0,3624.0,3124.0,150863.0,163861.0,23.0,4201.0,442.0,2754.0
"Washington County, Rhode Island",44,009,237.0,1394.0,2184.0,1947.0,117380.0,126242.0,110.0,2427.0,968.0,1779.0
"Oconee County, South Carolina",45,073,93.0,1099.0,1945.0,1852.0,67358.0,76696.0,13.0,517.0,331.0,5433.0
"Allendale County, South Carolina",45,005,6.0,0.0,36.0,30.0,2165.0,9214.0,3.0,6.0,30.0,6974.0
"Chester County, South Carolina",45,023,0.0,17.0,578.0,578.0,19601.0,32326.0,0.0,35.0,157.0,11938.0
"Marion County, South Carolina",45,067,87.0,408.0,295.0,208.0,12532.0,31562.0,0.0,225.0,189.0,17913.0
"Charleston County, South Carolina",45,019,259.0,3144.0,8001.0,7742.0,269342.0,394708.0,137.0,5621.0,674.0,107789.0
"Marlboro County, South Carolina",45,069,43.0,199.0,1058.0,1015.0,11249.0,27131.0,0.0,80.0,810.0,13735.0
"Cherokee County, South Carolina",45,021,151.0,842.0,1333.0,1182.0,42693.0,56711.0,25.0,349.0,103.0,11366.0
"Jasper County, South Carolina",45,053,0.0,843.0,282.0,282.0,14577.0,27900.0,0.0,156.0,27.0,12015.0
"Lee County, South Carolina",45,061,0.0,112.0,161.0,161.0,5753.0,17606.0,0.0,6.0,25.0,11549.0
"Spartanburg County, South Carolina",45,083,570.0,4693.0,6589.0,6019.0,221844.0,302195.0,75.0,6744.0,526.0,61724.0
"Beaufort County, South Carolina",45,013,523.0,5234.0,3908.0,3385.0,137473.0,182658.0,136.0,2356.0,477.0,33074.0
"Saluda County, South Carolina",45,081,0.0,1628.0,296.0,296.0,13213.0,20299.0,0.0,0.0,56.0,5106.0
"Hutchinson County, South Dakota",46,067,4.0,2.0,103.0,99.0,7033.0,7315.0,0.0,28.0,149.0,0.0
"Buffalo County, South Dakota",46,017,0.0,0.0,20.0,20.0,252.0,2053.0,22.0,0.0,1756.0,3.0
"Dewey County, South Dakota",46,041,3.0,4.0,65.0,62.0,1170.0,5779.0,0.0,5.0,4529.0,6.0
"Hughes County, South Dakota",46,065,4.0,50.0,470.0,466.0,14770.0,17617.0,0.0,82.0,2189.0,56.0
"Sanborn County, South Dakota",46,111,0.0,33.0,21.0,21.0,2304.0,2388.0,0.0,10.0,20.0,0.0
"Hand County, South Dakota",46,059,0.0,0.0,24.0,24.0,3256.0,3301.0,0.0,18.0,0.0,3.0
"Yankton County, South Dakota",46,135,28.0,149.0,531.0,503.0,20919.0,22717.0,15.0,50.0,693.0,360.0
"Beadle County, South Dakota",46,005,0.0,776.0,210.0,210.0,15275.0,18374.0,8.0,1703.0,258.0,144.0
"Davison County, South Dakota",46,035,0.0,175.0,521.0,521.0,18546.0,19901.0,0.0,68.0,431.0,160.0
"Jerauld County, South Dakota",46,073,0.0,6.0,20.0,20.0,1982.0,2029.0,0.0,0.0,21.0,0.0
"Stanley County, South Dakota",46,117,13.0,0.0,86.0,73.0,2586.0,2997.0,35.0,0.0,290.0,0.0
"Potter County, South Dakota",46,107,23.0,14.0,56.0,33.0,2181.0,2326.0,0.0,33.0,42.0,0.0
"Charles Mix County, South Dakota",46,023,0.0,25.0,404.0,404.0,5947.0,9344.0,3.0,13.0,2945.0,7.0
"Marshall County, South Dakota",46,091,34.0,233.0,85.0,51.0,4199.0,4895.0,0.0,2.0,353.0,23.0
"Moody County, South Dakota",46,101,6.0,13.0,287.0,281.0,5210.0,6506.0,0.0,164.0,825.0,7.0
"Todd County, South Dakota",46,121,1.0,10.0,670.0,669.0,949.0,10146.0,0.0,154.0,8345.0,18.0
"Lyman County, South Dakota",46,085,0.0,0.0,49.0,49.0,2223.0,3869.0,5.0,19.0,1570.0,3.0
"Spink County, South Dakota",46,115,0.0,21.0,74.0,74.0,6319.0,6543.0,13.0,0.0,111.0,5.0
"Brookings County, South Dakota",46,011,39.0,177.0,511.0,472.0,31668.0,34239.0,8.0,979.0,351.0,545.0
"Hamlin County, South Dakota",46,057,8.0,64.0,70.0,62.0,5805.0,6000.0,0.0,22.0,24.0,15.0
"Houston County, Tennessee",47,083,0.0,0.0,152.0,152.0,7581.0,8176.0,17.0,20.0,86.0,320.0
"Hardin County, Tennessee",47,071,9.0,32.0,195.0,186.0,24279.0,25771.0,21.0,149.0,13.0,1082.0
"Hardeman County, Tennessee",47,069,39.0,85.0,348.0,309.0,14240.0,25562.0,0.0,191.0,56.0,10642.0
"Polk County, Tennessee",47,139,13.0,150.0,372.0,359.0,16168.0,16782.0,0.0,10.0,45.0,37.0
"White County, Tennessee",47,185,16.0,12.0,476.0,460.0,25499.0,26580.0,0.0,51.0,8.0,534.0
"Unicoi County, Tennessee",47,171,40.0,256.0,215.0,175.0,17156.0,17780.0,0.0,70.0,18.0,65.0
"Weakley County, Tennessee",47,183,43.0,280.0,476.0,433.0,29763.0,33626.0,18.0,75.0,106.0,2908.0
"Bledsoe County, Tennessee",47,007,0.0,78.0,404.0,404.0,13216.0,14602.0,0.0,8.0,237.0,659.0
"Coffee County, Tennessee",47,031,101.0,1137.0,1854.0,1753.0,49509.0,54531.0,7.0,520.0,86.0,1418.0
"Hawkins County, Tennessee",47,073,84.0,301.0,754.0,670.0,54125.0,56402.0,67.0,271.0,90.0,794.0
"Macon County, Tennessee",47,111,0.0,156.0,350.0,350.0,22633.0,23487.0,32.0,188.0,56.0,72.0
"Robertson County, Tennessee",47,147,298.0,1189.0,1611.0,1313.0,61017.0,69344.0,48.0,378.0,218.0,4883.0
"Cheatham County, Tennessee",47,021,38.0,314.0,848.0,810.0,37939.0,39929.0,12.0,171.0,95.0,550.0
"Giles County, Tennessee",47,055,17.0,249.0,724.0,707.0,25122.0,29167.0,0.0,65.0,90.0,2917.0
"Madison County, Tennessee",47,113,80.0,969.0,1852.0,1772.0,57277.0,97682.0,0.0,955.0,80.0,36549.0
"Pickett County, Tennessee",47,137,0.0,0.0,11.0,11.0,5051.0,5088.0,0.0,0.0,0.0,26.0
"Wayne County, Tennessee",47,181,0.0,35.0,43.0,43.0,15311.0,16649.0,0.0,64.0,60.0,1136.0
"Bedford County, Tennessee",47,003,109.0,2414.0,1495.0,1386.0,40019.0,47558.0,29.0,79.0,27.0,3495.0
"Cumberland County, Tennessee",47,035,128.0,160.0,819.0,691.0,56795.0,58634.0,0.0,157.0,375.0,328.0
"Claiborne County, Tennessee",47,025,9.0,18.0,389.0,380.0,30507.0,31613.0,84.0,206.0,60.0,349.0
"Humphreys County, Tennessee",47,085,143.0,57.0,337.0,194.0,17155.0,18318.0,6.0,122.0,206.0,435.0
"Putnam County, Tennessee",47,141,283.0,477.0,1389.0,1106.0,71568.0,76440.0,31.0,965.0,294.0,1716.0
"Stewart County, Tennessee",47,161,20.0,65.0,359.0,339.0,12516.0,13301.0,50.0,99.0,61.0,151.0
"Decatur County, Tennessee",47,039,43.0,22.0,300.0,257.0,10876.0,11683.0,0.0,47.0,0.0,438.0
"McNairy County, Tennessee",47,109,13.0,97.0,458.0,445.0,23731.0,25903.0,0.0,50.0,46.0,1521.0
"Martin County, Texas",48,317,34.0,773.0,34.0,0.0,4652.0,5614.0,9.0,4.0,94.0,48.0
"Bradley County, Tennessee",47,011,133.0,1654.0,1954.0,1821.0,94477.0,104557.0,30.0,1197.0,122.0,5123.0
"Kimble County, Texas",48,267,63.0,300.0,137.0,74.0,3929.0,4408.0,5.0,0.0,36.0,1.0
"Van Zandt County, Texas",48,467,83.0,618.0,1104.0,1021.0,50558.0,54368.0,39.0,268.0,358.0,1423.0
"Yoakum County, Texas",48,501,46.0,151.0,160.0,114.0,8207.0,8571.0,0.0,5.0,11.0,37.0
"Red River County, Texas",48,387,0.0,147.0,291.0,291.0,9712.0,12275.0,0.0,6.0,39.0,2080.0
"Sutton County, Texas",48,435,0.0,1324.0,7.0,7.0,2501.0,3865.0,0.0,0.0,12.0,21.0
"Upshur County, Texas",48,459,117.0,1115.0,664.0,547.0,35051.0,40769.0,0.0,239.0,294.0,3406.0
"Wharton County, Texas",48,481,103.0,1425.0,315.0,212.0,33749.0,41551.0,0.0,64.0,27.0,5971.0
"Borden County, Texas",48,033,0.0,0.0,14.0,14.0,651.0,665.0,0.0,0.0,0.0,0.0
"Marion County, Texas",48,315,0.0,184.0,93.0,93.0,7364.0,10083.0,38.0,0.0,43.0,2361.0
"Grayson County, Texas",48,181,319.0,2157.0,4357.0,4038.0,111479.0,128560.0,66.0,1824.0,1620.0,7057.0
"Palo Pinto County, Texas",48,363,137.0,680.0,507.0,370.0,26054.0,28317.0,37.0,217.0,194.0,628.0
"DeWitt County, Texas",48,123,237.0,4415.0,393.0,156.0,13574.0,20435.0,0.0,1.0,147.0,1905.0
"Callahan County, Texas",48,059,143.0,117.0,492.0,349.0,13045.0,13770.0,0.0,39.0,11.0,66.0
"Gregg County, Texas",48,183,453.0,1127.0,3102.0,2649.0,91969.0,123494.0,121.0,1654.0,459.0,25062.0
"Lubbock County, Texas",48,303,1908.0,16610.0,8209.0,6301.0,244624.0,301454.0,186.0,6578.0,3293.0,21954.0
"Kaufman County, Texas",48,257,760.0,3441.0,3036.0,2276.0,97516.0,118910.0,78.0,1410.0,523.0,12906.0
"Floyd County, Texas",48,153,0.0,75.0,89.0,89.0,5460.0,5872.0,0.0,10.0,8.0,230.0
"Chambers County, Texas",48,071,6.0,491.0,587.0,581.0,35465.0,40292.0,0.0,506.0,85.0,3158.0
"Bell County, Texas",48,027,1845.0,11467.0,18179.0,16334.0,217203.0,342236.0,2338.0,10088.0,2434.0,80527.0
"Hutchinson County, Texas",48,233,212.0,561.0,894.0,682.0,19040.0,21571.0,122.0,91.0,369.0,494.0
"Orange County, Texas",48,361,104.0,471.0,1551.0,1447.0,73557.0,84047.0,0.0,1041.0,311.0,7116.0
"Winkler County, Texas",48,495,144.0,151.0,297.0,153.0,6884.0,7802.0,0.0,0.0,113.0,357.0
"Burnet County, Texas",48,053,114.0,1537.0,584.0,470.0,42092.0,45750.0,0.0,383.0,323.0,831.0
"Dallas County, Texas",48,113,15562.0,169597.0,68362.0,52800.0,1595565.0,2586552.0,1356.0,159919.0,9595.0,582158.0
"McMullen County, Texas",48,311,0.0,6.0,0.0,0.0,652.0,662.0,0.0,0.0,4.0,0.0
"Johnson County, Texas",48,251,497.0,3179.0,3681.0,3184.0,148605.0,163475.0,612.0,1492.0,858.0,5048.0
"Hartley County, Texas",48,205,58.0,139.0,318.0,260.0,4725.0,5767.0,0.0,85.0,2.0,498.0
"Limestone County, Texas",48,293,53.0,619.0,221.0,168.0,17884.0,23515.0,63.0,177.0,379.0,4172.0
"Parker County, Texas",48,367,490.0,2458.0,2925.0,2435.0,120953.0,129802.0,79.0,673.0,852.0,1862.0
"Culberson County, Texas",48,109,0.0,346.0,46.0,46.0,1834.0,2241.0,0.0,12.0,0.0,3.0
"Garza County, Texas",48,169,75.0,477.0,119.0,44.0,5234.0,6288.0,0.0,137.0,49.0,272.0
"Travis County, Texas",48,453,5990.0,90556.0,40975.0,34985.0,884639.0,1203166.0,601.0,79400.0,6847.0,100148.0
"Collingsworth County, Texas",48,087,17.0,271.0,76.0,59.0,2346.0,2996.0,0.0,0.0,81.0,222.0
"Lamb County, Texas",48,279,121.0,503.0,325.0,204.0,11663.0,13262.0,0.0,78.0,35.0,658.0
"Loving County, Texas",48,301,0.0,0.0,0.0,0.0,99.0,102.0,0.0,0.0,3.0,0.0
"Prentiss County, Mississippi",28,117,68.0,127.0,873.0,805.0,21190.0,25360.0,0.0,40.0,0.0,3130.0
"Jackson County, Mississippi",28,059,425.0,2847.0,3205.0,2780.0,101325.0,142014.0,66.0,3359.0,514.0,30698.0
"Tunica County, Mississippi",28,143,0.0,24.0,75.0,75.0,1966.0,10170.0,0.0,121.0,0.0,7984.0
"Claiborne County, Mississippi",28,021,0.0,10.0,10.0,10.0,1066.0,9120.0,0.0,49.0,13.0,7972.0
"Lauderdale County, Mississippi",28,075,21.0,364.0,508.0,487.0,42033.0,77323.0,22.0,600.0,160.0,33636.0
"Simpson County, Mississippi",28,127,16.0,23.0,359.0,343.0,16736.0,27073.0,0.0,74.0,3.0,9878.0
"Attala County, Mississippi",28,007,29.0,312.0,255.0,226.0,10026.0,18581.0,0.0,37.0,30.0,7921.0
"Coahoma County, Mississippi",28,027,11.0,8.0,168.0,157.0,5048.0,23802.0,0.0,119.0,23.0,18436.0
"Walthall County, Mississippi",28,147,0.0,32.0,53.0,53.0,7734.0,14601.0,0.0,63.0,0.0,6719.0
"Pontotoc County, Mississippi",28,115,75.0,1311.0,428.0,353.0,24547.0,31315.0,0.0,18.0,9.0,5002.0
"Alcorn County, Mississippi",28,003,49.0,331.0,797.0,748.0,31589.0,37180.0,0.0,98.0,33.0,4332.0
"DeSoto County, Mississippi",28,033,558.0,3626.0,4136.0,3578.0,119830.0,176132.0,29.0,2156.0,302.0,46053.0
"Mercer County, Missouri",29,129,0.0,15.0,62.0,62.0,3550.0,3664.0,4.0,19.0,0.0,14.0
"Clay County, Missouri",29,047,1229.0,3687.0,9277.0,8048.0,204916.0,239164.0,417.0,5141.0,1301.0,14425.0
"Dent County, Missouri",29,065,4.0,48.0,362.0,358.0,14821.0,15504.0,0.0,72.0,101.0,100.0
"Worth County, Missouri",29,227,0.0,0.0,47.0,47.0,1981.0,2040.0,0.0,4.0,1.0,7.0
"St. Louis city, Missouri",29,510,485.0,3183.0,7054.0,6569.0,143956.0,311273.0,195.0,10096.0,732.0,146057.0
"Butler County, Missouri",29,023,0.0,71.0,991.0,991.0,38740.0,42733.0,2.0,271.0,221.0,2437.0
"Holt County, Missouri",29,087,3.0,0.0,46.0,43.0,4308.0,4456.0,1.0,34.0,37.0,30.0
"Montgomery County, Missouri",29,139,0.0,115.0,235.0,235.0,10966.0,11545.0,10.0,29.0,12.0,178.0
"Stoddard County, Missouri",29,207,20.0,10.0,485.0,465.0,28664.0,29512.0,0.0,10.0,3.0,340.0
"Washington County, Missouri",29,221,9.0,1.0,561.0,552.0,23739.0,24931.0,4.0,22.0,112.0,492.0
"DeKalb County, Missouri",29,063,9.0,24.0,377.0,368.0,10796.0,12564.0,21.0,26.0,92.0,1228.0
"Lafayette County, Missouri",29,107,23.0,205.0,808.0,785.0,30639.0,32589.0,75.0,185.0,43.0,634.0
"Schuyler County, Missouri",29,197,0.0,0.0,96.0,96.0,4383.0,4502.0,0.0,0.0,0.0,23.0
"Camden County, Missouri",29,029,15.0,287.0,595.0,580.0,43463.0,45096.0,0.0,145.0,267.0,339.0
"Jasper County, Missouri",29,097,236.0,1824.0,3872.0,3636.0,107744.0,119238.0,136.0,1314.0,1948.0,2400.0
"McDonald County, Missouri",29,119,11.0,357.0,604.0,593.0,19969.0,22827.0,421.0,328.0,698.0,450.0
"Polk County, Missouri",29,167,0.0,29.0,594.0,594.0,30117.0,31549.0,16.0,158.0,336.0,299.0
"Reynolds County, Missouri",29,179,0.0,44.0,96.0,96.0,6003.0,6315.0,16.0,9.0,26.0,121.0
"Scott County, Missouri",29,201,30.0,239.0,719.0,689.0,33004.0,38729.0,0.0,160.0,151.0,4456.0
"Barton County, Missouri",29,011,69.0,33.0,393.0,324.0,11161.0,11850.0,6.0,0.0,222.0,35.0
"Cole County, Missouri",29,051,102.0,517.0,1657.0,1555.0,64219.0,76740.0,14.0,1080.0,283.0,8970.0
"Gasconade County, Missouri",29,073,4.0,23.0,204.0,200.0,14354.0,14746.0,0.0,55.0,48.0,62.0
"Macon County, Missouri",29,121,77.0,34.0,341.0,264.0,14415.0,15254.0,3.0,80.0,97.0,284.0
"Pemiscot County, Missouri",29,155,26.0,99.0,348.0,322.0,11937.0,17031.0,2.0,0.0,14.0,4631.0
"Shannon County, Missouri",29,203,0.0,25.0,295.0,295.0,7876.0,8246.0,0.0,0.0,38.0,12.0
"Douglas County, Missouri",29,067,0.0,87.0,31.0,31.0,13210.0,13374.0,0.0,9.0,23.0,14.0
"Henry County, Missouri",29,083,49.0,55.0,472.0,423.0,20755.0,21765.0,0.0,74.0,120.0,289.0
"Lawrence County, Missouri",29,109,9.0,393.0,810.0,801.0,36412.0,38133.0,0.0,82.0,196.0,240.0
"Chouteau County, Montana",30,015,3.0,28.0,125.0,122.0,4482.0,5789.0,2.0,27.0,1122.0,3.0
"Lincoln County, Montana",30,053,33.0,146.0,565.0,532.0,18372.0,19358.0,31.0,97.0,135.0,12.0
"Treasure County, Montana",30,103,0.0,4.0,11.0,11.0,748.0,777.0,0.0,14.0,0.0,0.0
"Sweet Grass County, Montana",30,097,2.0,0.0,92.0,90.0,3503.0,3653.0,0.0,10.0,40.0,8.0
"Prairie County, Montana",30,079,0.0,0.0,0.0,0.0,1324.0,1342.0,0.0,0.0,18.0,0.0
"Glacier County, Montana",30,035,0.0,34.0,226.0,226.0,4451.0,13699.0,14.0,16.0,8920.0,38.0
"Golden Valley County, Montana",30,037,0.0,0.0,21.0,21.0,675.0,724.0,0.0,0.0,0.0,28.0
"Stillwater County, Montana",30,095,0.0,59.0,178.0,178.0,9016.0,9410.0,0.0,40.0,97.0,20.0
"Granite County, Montana",30,039,3.0,0.0,46.0,43.0,3200.0,3269.0,0.0,2.0,16.0,5.0
"Madison County, Montana",30,057,0.0,191.0,176.0,176.0,7752.0,8218.0,0.0,4.0,75.0,20.0
"Sheridan County, Montana",30,091,0.0,5.0,165.0,165.0,3343.0,3574.0,0.0,16.0,45.0,0.0
"Big Horn County, Montana",30,003,18.0,38.0,300.0,282.0,4194.0,13376.0,3.0,20.0,8815.0,6.0
"Garfield County, Montana",30,033,0.0,0.0,1.0,1.0,1140.0,1141.0,0.0,0.0,0.0,0.0
"Lewis and Clark County, Montana",30,049,44.0,366.0,1930.0,1886.0,62921.0,67077.0,44.0,424.0,1207.0,185.0
"Missoula County, Montana",30,063,361.0,430.0,3930.0,3569.0,106340.0,115983.0,134.0,1880.0,2675.0,594.0
"Cascade County, Montana",30,013,117.0,874.0,3094.0,2977.0,71996.0,81746.0,71.0,706.0,3950.0,1055.0
"Powell County, Montana",30,077,9.0,12.0,255.0,246.0,6235.0,6861.0,0.0,34.0,301.0,24.0
"Gallatin County, Montana",30,031,119.0,677.0,2608.0,2489.0,98713.0,104729.0,11.0,1469.0,899.0,352.0
"Beaverhead County, Montana",30,001,0.0,38.0,137.0,137.0,8922.0,9393.0,13.0,43.0,234.0,6.0
"Musselshell County, Montana",30,065,0.0,0.0,30.0,30.0,4749.0,4807.0,0.0,20.0,8.0,0.0
"Sheridan County, Nebraska",31,161,8.0,26.0,291.0,283.0,4331.0,5234.0,2.0,42.0,502.0,40.0
"Nuckolls County, Nebraska",31,129,0.0,6.0,18.0,18.0,4180.0,4275.0,0.0,57.0,7.0,7.0
"Frontier County, Nebraska",31,063,1.0,0.0,42.0,41.0,2542.0,2609.0,0.0,3.0,20.0,2.0
"Douglas County, Nebraska",31,055,1456.0,11090.0,17120.0,15664.0,441478.0,554992.0,315.0,20210.0,3266.0,61513.0
"Chase County, Nebraska",31,029,0.0,1.0,18.0,18.0,3703.0,3734.0,0.0,10.0,0.0,2.0
"Arthur County, Nebraska",31,005,0.0,2.0,14.0,14.0,400.0,418.0,0.0,0.0,2.0,0.0
"Franklin County, Nebraska",31,061,0.0,2.0,39.0,39.0,2946.0,3006.0,4.0,4.0,0.0,11.0
"Jefferson County, Nebraska",31,095,0.0,13.0,143.0,143.0,6961.0,7188.0,0.0,11.0,42.0,18.0
"Loup County, Nebraska",31,115,0.0,0.0,0.0,0.0,583.0,585.0,0.0,0.0,2.0,0.0
"Phelps County, Nebraska",31,137,8.0,76.0,186.0,178.0,8792.0,9120.0,0.0,24.0,19.0,23.0
"Scotts Bluff County, Nebraska",31,157,375.0,725.0,923.0,548.0,33318.0,36255.0,114.0,236.0,635.0,304.0
"Kimball County, Nebraska",31,105,9.0,28.0,105.0,96.0,3488.0,3667.0,0.0,12.0,26.0,8.0
"Merrick County, Nebraska",31,121,11.0,103.0,156.0,145.0,7445.0,7803.0,0.0,23.0,9.0,67.0
"Burt County, Nebraska",31,021,1.0,38.0,86.0,85.0,6215.0,6528.0,0.0,32.0,111.0,46.0
"Cuming County, Nebraska",31,039,67.0,297.0,168.0,101.0,8465.0,8991.0,11.0,28.0,15.0,7.0
"Grant County, Nebraska",31,075,0.0,0.0,7.0,7.0,706.0,718.0,0.0,0.0,0.0,5.0
"Hayes County, Nebraska",31,085,0.0,15.0,0.0,0.0,928.0,943.0,0.0,0.0,0.0,0.0
"Cedar County, Nebraska",31,027,4.0,43.0,40.0,36.0,8352.0,8523.0,2.0,6.0,76.0,4.0
"Johnson County, Nebraska",31,097,0.0,195.0,59.0,59.0,4513.0,5197.0,0.0,48.0,43.0,339.0
"Garfield County, Nebraska",31,071,0.0,9.0,15.0,15.0,1940.0,1975.0,0.0,7.0,0.0,4.0
"Pawnee County, Nebraska",31,133,0.0,0.0,91.0,91.0,2580.0,2676.0,0.0,0.0,5.0,0.0
"Wheeler County, Nebraska",31,183,0.0,5.0,3.0,3.0,812.0,822.0,0.0,2.0,0.0,0.0
"York County, Nebraska",31,185,9.0,124.0,261.0,252.0,13113.0,13799.0,0.0,56.0,35.0,210.0
"Colfax County, Nebraska",31,037,144.0,501.0,284.0,140.0,9349.0,10760.0,22.0,64.0,166.0,374.0
"Logan County, Nebraska",31,113,3.0,5.0,3.0,0.0,874.0,886.0,0.0,0.0,4.0,0.0
"Polk County, Nebraska",31,143,0.0,42.0,61.0,61.0,5124.0,5255.0,0.0,3.0,15.0,10.0
"Brown County, Nebraska",31,017,0.0,0.0,58.0,58.0,2912.0,2988.0,0.0,10.0,7.0,1.0
"Lander County, Nevada",32,015,11.0,193.0,60.0,49.0,5178.0,5746.0,50.0,7.0,252.0,6.0
"Eureka County, Nevada",32,011,0.0,8.0,0.0,0.0,1725.0,1830.0,0.0,0.0,96.0,1.0
"Mercer County, New Jersey",34,021,1268.0,9700.0,7878.0,6610.0,234759.0,368762.0,126.0,39632.0,491.0,76176.0
"Somerset County, New Jersey",34,035,1564.0,10472.0,7248.0,5684.0,222500.0,330176.0,23.0,57302.0,778.0,31853.0
"Atlantic County, New Jersey",34,001,2859.0,16567.0,10088.0,7229.0,178914.0,268539.0,115.0,21567.0,969.0,40319.0
"Middlesex County, New Jersey",34,023,7818.0,34033.0,21424.0,13606.0,487018.0,826698.0,306.0,197711.0,1864.0,84342.0
"Cape May County, New Jersey",34,009,219.0,1264.0,1587.0,1368.0,85531.0,93705.0,29.0,910.0,26.0,4358.0
"Union County, New Jersey",34,039,4386.0,80862.0,14847.0,10461.0,310654.0,553066.0,85.0,27959.0,1580.0,117079.0
"Hunterdon County, New Jersey",34,019,228.0,1277.0,1648.0,1420.0,113719.0,125051.0,41.0,4934.0,63.0,3369.0
"Los Alamos County, New Mexico",35,028,139.0,567.0,870.0,731.0,15686.0,18356.0,0.0,996.0,201.0,36.0
"Valencia County, New Mexico",35,061,897.0,7531.0,2296.0,1399.0,61391.0,75956.0,0.0,643.0,3256.0,839.0
"Bernalillo County, New Mexico",35,001,11842.0,77556.0,28514.0,16672.0,501468.0,677692.0,493.0,17534.0,32867.0,19260.0
"De Baca County, New Mexico",35,011,145.0,334.0,151.0,6.0,1536.0,2060.0,0.0,6.0,0.0,33.0
"Hidalgo County, New Mexico",35,023,48.0,59.0,60.0,12.0,4197.0,4371.0,0.0,0.0,28.0,27.0
"Sandoval County, New Mexico",35,043,1749.0,11885.0,5556.0,3807.0,100391.0,140769.0,243.0,1943.0,17653.0,3098.0
"Curry County, New Mexico",35,009,1039.0,10105.0,2324.0,1285.0,33555.0,50199.0,128.0,815.0,555.0,2717.0
"Harding County, New Mexico",35,021,18.0,11.0,22.0,4.0,424.0,459.0,2.0,0.0,0.0,0.0
"San Juan County, New Mexico",35,045,503.0,5319.0,3376.0,2873.0,66357.0,127455.0,75.0,988.0,50524.0,816.0
